Roze;Jordan;1535;1552;1453668835
wlzs1432;OTHER;1512;1512;1535166512
AIdancer;OTHER;1707;1755;1369565201
GarySham;Hong Kong;1963;1963;1313936698
spj_29;India;2258;2275;1464498529
lovelesser1;OTHER;1715;1715;1366606519
yuki;China;1727;1727;1385302915
KOTEHOK;Russia;2291;2370;1270787284
tourwjy;China;1988;1988;1530111240
HappyNewYear2017;OTHER;1565;1565;1483258835
Beta;OTHER;1707;1707;1321306137
nitesh_gupta;India;2207;2213;1472648867
khaled97ha;Syria;1894;1929;1470515923
Xinkai_Wang;China;1709;1709;1328510685
nuccbh;OTHER;1514;1580;1464056123
johngs;OTHER;1518;1518;1511447155
Becky;OTHER;1702;1736;1474795557
siriusczt;OTHER;1705;1705;1305075234
michelangelo;India;1611;1664;1371019494
99bottlesofbeer;OTHER;1503;1553;1490098154
yash_coder;India;1557;1649;1315484058
huyenphu;Vietnam;1905;2006;1453229462
raywang4;OTHER;1557;1557;1560677215
victorsenam;Brazil;2149;2213;1425568196
xuelei;China;1679;1708;1535860678
DKarev;Bulgaria;1972;2051;1350126552
littleDark;OTHER;1534;1534;1506337047
Aidin;Iran;1871;1893;1395411330
badcw;China;1929;1979;1511276544
overflow30;Cyprus;1572;1632;1364655910
Al3ks1002;Romania;2052;2150;1352646675
au7ist;OTHER;1633;1726;1541353117
wa_job;Japan;1595;1595;1540510941
dongsongshou;OTHER;1754;1754;1459905118
WAAutoMaton;China;2085;2085;1478326372
infidelCastro;OTHER;1507;1507;1550005411
whybert;China;1975;1975;1336557323
beacon_cwk;China;1833;1833;1536323248
ILoveDivThree;OTHER;1638;1638;1569030887
st0rm23;OTHER;1864;2010;1395501511
Ishbaev;Russia;1633;1738;1471121299
tin2016_ndhanh;OTHER;1607;1687;1483088975
natsugiri;Japan;2693;2751;1307198768
pas.andrei;Romania;1799;1799;1424609313
628_LJ;OTHER;1791;1957;1419433993
wleung_bvg;Canada;2126;2194;1515034578
xuanyangge;OTHER;1506;1613;1437702022
hustluy;China;1503;1598;1364991421
MahooshojoNHB;OTHER;1765;1765;1386396501
IceDragon;OTHER;1642;1642;1504521124
I_Love_U_Sohan;Bangladesh;1606;1606;1490038632
langdu;OTHER;2142;2142;1409337923
Hayashimo;OTHER;2159;2159;1546597360
Mustafa.;Egypt;1572;1879;1414101705
Ares;Vietnam;1655;1722;1383231248
HanHaiFengGe;China;1640;1768;1398593378
heyuanjie;OTHER;1553;1553;1546854319
feijiajia;OTHER;1759;1759;1349576897
Shienyangbt;China;1740;1895;1509587821
CrashMaster;Russia;1780;1801;1478836229
Shafaet;Bangladesh;1726;1847;1280135480
mdonaj;Poland;1562;1608;1302247984
xiaohei_AWM;China;1785;1785;1554548607
vipghn2003;Vietnam;1759;1869;1539265991
Mrbinary10;OTHER;1677;1772;1525365529
Septher;China;1527;1602;1438091442
mint.mint;OTHER;1672;1672;1350285837
LuXueQi;OTHER;1740;1740;1294538326
naziwin;OTHER;1522;1605;1556117031
Toumeitou;Latvia;1570;1589;1347658415
ratulghatak;India;1642;1714;1324644047
kartiknayak;OTHER;1565;1634;1289244377
MinakamiMarisa;Japan;2316;2316;1475475644
C137;Syria;1943;2084;1425242685
Noche_2;Iran;2221;2221;1472826886
MentallyHandicappedFish;OTHER;1708;1708;1367509708
agapios;Ukraine;1605;1671;1291454369
Max_Sliusarenko;OTHER;1582;1684;1385926127
CosmicMaster;OTHER;1683;1683;1542170264
strange_sherlock;OTHER;1635;1635;1553181961
destroyer666;OTHER;1587;1587;1479226707
saurabhg476;OTHER;1515;1515;1434269921
pallavi;India;1740;1806;1403980333
dimamol;OTHER;1576;1646;1403610149
naskata929;Bulgaria;1603;1689;1391429036
bm_anas;Bangladesh;1782;1782;1273422773
daniel4275;Poland;1533;1533;1541490581
Adam343434;Poland;1626;1626;1485354223
barrons.guillermo.sal;Mexico;1608;1608;1485547844
VladimirVladimirov;Bulgaria;1584;1833;1376652502
chickenwilful;OTHER;1608;1705;1354263434
-Green;Egypt;1576;1619;1425965811
QWE_QWE;Japan;2503;2565;1527845014
peleng;OTHER;1611;1611;1404547215
DonLuca;Italy;1695;1695;1391385653
dragos231456;Romania;1722;1864;1475215474
pan1997;India;1597;1597;1470148648
POLARIS.;OTHER;1570;1570;1526640823
Black_Smith;OTHER;1434;1502;1569761009
bjfu-windy;OTHER;1588;1588;1560931967
harshgupta11;OTHER;1524;1639;1420280584
fnF9;Vietnam;1623;1623;1542377291
biubiubiu-;China;1674;1674;1550585728
continuity;OTHER;1709;1740;1549212859
coder_1998;OTHER;1622;1622;1507136137
fei6409;Taiwan;1977;2011;1276330319
hmodani005;OTHER;1509;1651;1424416512
yoy;China;1644;1644;1457012216
fio;OTHER;1711;1711;1352640525
Barbelo_lf;OTHER;1764;1799;1566272604
ashutosh450;India;2166;2166;1495107434
honya121;Czechia;1714;1825;1441551256
Mukit09;Bangladesh;1709;1709;1338709361
lumlum;OTHER;1549;1549;1352717212
shayesteh.hamid;Iran;1510;1519;1316798475
code_name123;India;1522;1522;1527706804
ralismark;Australia;1681;1681;1559394532
NiceDayToDie;Iceland;1629;1733;1395464772
johannbach;OTHER;1506;1506;1319682561
notaweirdo;OTHER;1666;1666;1408190449
mrz;Argentina;1878;1945;1397963627
jaggu16;India;1583;1583;1401022243
jingran;China;1528;1528;1521981056
dunjen_master;OTHER;1589;1677;1495111007
tene3nt;China;2319;2339;1494503848
jerome_wei;China;2094;2094;1504447556
re_eVVorld;Ukraine;2122;2169;1441806623
ajp;OTHER;1680;1705;1428282671
mynameisverylong;China;2161;2195;1363177266
Jeflie;OTHER;1611;1611;1302702763
meltout;OTHER;1940;1940;1531635229
PinkieRabbit;China;2453;2453;1547732143
aftermaths;OTHER;1759;1759;1475198371
pd1794;OTHER;1530;1595;1464897939
MashiroSky;China;1844;2022;1470798779
priyanshu1994;India;1813;1813;1358351421
lvie;China;1797;1936;1337174101
hyper_goLLLyboi;OTHER;1632;1672;1527859105
tornozed;OTHER;1512;1702;1440255230
rust;Russia;1591;1804;1381419905
gifidici;OTHER;1700;1755;1412608295
jacynkaa;Poland;2235;2235;1447670386
sourav_sust_10;Bangladesh;1535;1663;1314127532
Amit_Kr;OTHER;1742;1808;1443428903
inkret;Croatia;1729;1752;1490461625
hector13;OTHER;1555;1709;1421614026
oveby;OTHER;1720;1720;1479831546
Sevlll;Russia;1939;2020;1541090443
knight_of_zero;OTHER;1915;1977;1380467394
Morgaine;OTHER;1532;1597;1380639776
DDBull;Kazakhstan;1688;1688;1268368167
Roballeron;Poland;1652;1694;1449761313
dragonslayerx;India;1968;1968;1380427709
guptagovind1303;OTHER;1509;1509;1522997451
Shahram;Iran;1845;1845;1534601025
kash;India;1628;1628;1343659768
pimpke;Serbia;1957;2150;1272456016
aenes;OTHER;1673;1720;1425457534
YYOne;China;1805;2022;1336960078
sunhy;OTHER;1613;1613;1550728871
illyalion98906;Ukraine;1591;1591;1476338228
haydenlee;OTHER;1623;1623;1455516807
chutiya_11;OTHER;1528;1577;1496836411
Karlis;China;1705;1717;1534469312
codepatriot;OTHER;1672;1776;1439222438
_ED;OTHER;1549;1549;1444485676
bira37;Brazil;1704;1953;1510581207
__.__;Lithuania;2394;2413;1475906950
Squantus;OTHER;1538;1538;1442337378
14055121;OTHER;1574;1574;1436344977
arctan;Taiwan;1744;1830;1513489314
lumi;OTHER;1513;1513;1453611876
Kuzmanoskii;OTHER;1510;1510;1421440369
darohh91;Poland;1740;1756;1280131706
Lolboyyyy;India;1764;1764;1538822433
Ivan_w;China;1618;1741;1418565848
tomaty;OTHER;1696;1696;1407508737
Dehaka;South Korea;1798;1888;1510935215
d_shekhar;India;1683;1724;1535906102
poon;China;1578;1578;1479138364
fuck_coderinuse;OTHER;1688;1688;1490279245
haskell_brooks_curry;United States;1608;1608;1521473193
GoldenLord;Kazakhstan;1928;1929;1547842895
cyan;Greece;1669;1721;1322838455
messi_;OTHER;1589;1620;1526201396
King_of_Dark;China;1954;1992;1520769454
daddyy;OTHER;1504;1510;1502112919
idastan97;Kazakhstan;1571;1571;1444219502
Reskip;China;2150;2150;1442847490
bersub;Chile;1781;1781;1426186674
fpcsong_2;China;1655;1715;1402671805
RomanM;OTHER;1715;1795;1430302125
YuraLukashik;Belarus;1558;1746;1327483806
kw_udon;Japan;1681;1721;1352108365
Jay;Taiwan;1760;1760;1327459944
nikalosaberidze;Georgia;1951;2009;1329751514
andrewij;Russia;1503;1503;1489684654
Mehrad_Shahm;Iran;1515;1702;1422118551
suhaspai2014;OTHER;1749;1749;1528781930
zhangchenxu1;OTHER;1916;1916;1355479107
Taoism;OTHER;1585;1585;1351606967
HIT-JERRY;China;2132;2132;1523291908
Reast1nPeace;OTHER;1629;1629;1477267376
mailserver;OTHER;1501;1501;1501427861
henryy;United States;1864;1864;1367725525
anton;Russia;2234;2289;1287842627
rohitranjan017;India;1771;1771;1441319468
Layth_;OTHER;1550;1550;1568464768
TeodorP;Romania;1717;1791;1415916083
Spheniscine;OTHER;1679;1679;1559544876
batony4;Russia;1914;1931;1467664120
tap-o;India;1574;1574;1522489263
raks969;India;1525;1600;1315310801
ranwen;China;2230;2230;1447854795
MahmoudAlio;Syria;1744;1899;1477934686
sdshxs;China;1976;1976;1354805227
pranav.gayu;India;1644;1644;1492325788
kakjapan31;Vietnam;1853;1853;1446965387
Joker_98;India;1938;1938;1484894585
kleinercubs;OTHER;1660;1660;1461143245
filatovm;OTHER;1550;1601;1426856068
konstolion;OTHER;1662;1662;1523171556
Kissshot;OTHER;2233;2233;1349610552
b1015120;OTHER;1579;1600;1528717580
Ayrlin;Switzerland;1641;1641;1291282951
AronBM;Kazakhstan;1785;1885;1417789323
vineetjai;India;1537;1538;1519374640
kanak15140;OTHER;1545;1545;1483599386
Aksenov239;Russia;2025;2330;1265739162
1552337396;OTHER;1592;1592;1500947544
kadim_developex;OTHER;1699;1704;1407828080
n0tailw8;OTHER;1537;1587;1561549291
wine23333;OTHER;1516;1516;1564409466
Creed_;OTHER;2128;2140;1514564872
John_Cheng;OTHER;1866;1866;1466985150
Mast3rmind;OTHER;1658;1830;1432059083
GreenWorm;Portugal;1715;1768;1338729045
mister_minus21;OTHER;1569;1569;1367509104
ymfoi;OTHER;1537;1573;1294490136
father;Palau;2146;2146;1517401079
t_xliang;OTHER;1738;1857;1376637026
pietrzkiewicz;Poland;1748;1748;1272292863
icecathy;OTHER;1736;1736;1475934194
liveforme;OTHER;1583;1583;1405581307
jitendra_theta;India;1591;1669;1276782966
AyaTaka_chemi;OTHER;1523;1523;1538932443
ftiasch;China;2666;2666;1266543129
Aean01;Australia;1731;1731;1466300316
XiangMeng;OTHER;1684;1684;1424806395
ILoveTheGirlInFrontOfMe;Vietnam;1573;1658;1417600036
gtrhetr;OTHER;2528;2528;1539259584
shinyan;OTHER;1533;1595;1363875744
Mixi;China;1558;1618;1506350352
codeworm96.rs;OTHER;1803;1803;1519140679
ooaa;Russia;1851;2160;1440334831
Konstantin.Zakharov;Russia;1647;1723;1320322797
Better_Master_Yoda;Poland;1945;2006;1513421737
bernardplusplus;Hong Kong;1501;1644;1322900435
faelyx;Indonesia;1644;1875;1475471269
misoxxx;Slovakia;1913;1979;1378153179
voidsolve;Tajikistan;1604;1604;1486977887
HappyBirthdayJacksonYee;OTHER;1617;1617;1543381615
UnkelTao;China;1702;1806;1353993935
tranbapcaiphutho;OTHER;1650;1683;1442974947
bmh201734;OTHER;1563;1563;1568200795
BittencourtMH;Brazil;1568;1603;1523743821
HowardChung;Taiwan;1858;1909;1398943675
Yao_ge;China;1759;1759;1413708185
super_azbuka;Russia;2017;2301;1378717190
Elhawary;OTHER;1603;1603;1517776445
xsot;OTHER;1565;1656;1416403575
iordache.bogdan;Romania;2189;2189;1395787846
alvin777;Russia;1655;1718;1395135881
seva100;Russia;1631;1631;1331300158
samarth_1996;India;1722;1935;1450876837
Azmuth;India;1652;1652;1538907222
zc1;OTHER;2030;2032;1481094467
Hellien;Russia;1600;1630;1488273619
artemohanjanyan;Ukraine;1894;1942;1336230593
noogler;United Kingdom;2156;2246;1389921251
klentory;OTHER;2116;2116;1520865612
WJT;Taiwan;2042;2042;1439020847
ADM;OTHER;1505;1505;1486538665
wysoowek;China;1803;1835;1526394687
mamekin;Japan;2004;2209;1327554290
ylwh;China;1525;1567;1304170621
unicornik;OTHER;1594;1759;1506190784
ashmelev;Russia;2488;2504;1266844757
shell0011;OTHER;1566;1586;1390112514
sevenzplus;OTHER;1672;1807;1363098535
Hqhq;OTHER;1534;1566;1481790396
Truncourist;Egypt;1783;1915;1390663158
omkar974;India;1587;1626;1506351670
kizuki;China;1559;1615;1345028062
magic_diamond;China;1688;1731;1413732738
funkyShade;Bulgaria;1506;1573;1406214081
DAle;Belarus;2071;2115;1264959360
Apachesunset;OTHER;1775;1788;1531742795
Byton;OTHER;1525;1525;1354982917
MoonLight_v0;United Kingdom;1601;1601;1539259648
acesine;OTHER;1573;1609;1408220676
AntiLeaf;China;2197;2246;1481973491
CaptainTheBoatMan;Belarus;1887;1961;1497816389
zjs;OTHER;1627;1627;1294725806
TA123;OTHER;1854;1963;1413706283
xymiku;OTHER;1644;1644;1345272026
TvT;OTHER;1769;1769;1408040449
klammandi;Poland;1726;1726;1316006986
Jaimin_Patel;India;1651;1651;1502206995
marcin.barann;OTHER;1530;1598;1270216829
zudikn;China;1774;1855;1506312829
kashrish;India;1574;1574;1472711847
reus;India;1881;2139;1400167424
FlashHu;China;2007;2100;1533005386
903664689;OTHER;1813;1874;1550404910
yzcstca;OTHER;1738;1798;1351178566
Xu_MH;OTHER;1556;1571;1404690351
MoodyFares;OTHER;1656;1656;1474564839
thenymphsofdelphi;Antarctica;2029;2048;1510322993
Artix;France;1920;1967;1292614572
N.N_2004;Iran;1607;1607;1535352482
TD2R;OTHER;1772;1962;1502544211
Jolin_1996;OTHER;1508;1508;1345265511
remilia;OTHER;1777;1777;1413807795
Nam_Hay_Ho;Vietnam;1602;1602;1560402698
donli;OTHER;1625;1625;1434355676
sharepoLOVEDDD;Belarus;2000;2061;1452784283
litwin;Poland;2034;2051;1272473307
LiAlH4;OTHER;1799;1859;1522817433
MOPKOBKA228;Russia;1958;2062;1428593528
hlqs1234;OTHER;1603;1603;1396152888
surface03;South Korea;1695;1695;1555378395
Shady712;OTHER;1570;1665;1535099429
dimi999;Romania;1629;1692;1521793383
JYTS;China;1577;1577;1532939311
jasison;Hong Kong;1768;1929;1358994620
martinezgjuan;Venezuela;1658;1902;1358086082
DS_Hunter;OTHER;1515;1737;1499956021
Federer_Rocks;OTHER;1612;1672;1394966649
Espylacopa;China;1984;2001;1466595727
AnimeshSinha1309;India;1841;1915;1515488066
GuJunXi;China;1491;1503;1556951954
ciriatico;OTHER;1503;1503;1553279426
Parachutes;OTHER;2030;2030;1495699970
Namnamseo;South Korea;2391;2438;1390049097
ankitbisla21;India;1511;1580;1401711318
GunDone;Pakistan;1904;1939;1487336671
Hirosue_Ryoko;OTHER;1566;1667;1444692803
zxf;OTHER;1751;1751;1416231889
kpbochenek;Poland;1540;1769;1420449819
Pleaca;Romania;1557;1557;1543236438
Stantage;OTHER;1508;1534;1504688516
conankuncs;OTHER;1746;1746;1408115466
BrazilianTurk;Brazil;2183;2183;1506295337
Adelaly;OTHER;1695;1805;1440864971
__Dante;China;2006;2006;1405582402
petrogavriluk;Ukraine;1694;1694;1394120307
tiliguzov;Belarus;1831;1930;1473494642
pipiguai;OTHER;1535;1648;1542108201
zaitsev;Russia;1633;1673;1288453168
okaems;Vietnam;1543;1543;1495117914
Einzbern;OTHER;1767;1767;1353076487
tito.troy;OTHER;1585;1705;1426375046
_Darksider_;Kyrgyzstan;1701;1701;1511189393
mouryou;OTHER;1686;1686;1380913743
Obayda;OTHER;1574;1655;1384084441
penguinsheaven;Romania;1589;1722;1402592597
MindMath;OTHER;1528;1528;1514035453
amitj4056;India;1545;1582;1516025059
yswdra;China;1948;1981;1484539901
HaLOL;Canada;1534;1534;1332189165
YangDavid;China;2225;2225;1529247758
szawinis;Thailand;2063;2063;1462674706
mzhomart;United States;1548;1652;1264827101
gauravsharma;India;1625;1845;1451747475
CHelle;OTHER;2119;2119;1543420487
abel;OTHER;1960;1960;1353824080
maxusivanov;OTHER;1545;1626;1287314119
hiyot618;OTHER;1706;1772;1395842511
bei_li;China;1730;1730;1520947233
abelramos;Cuba;1866;1954;1350054497
SandraS;OTHER;1580;1692;1483099966
dadoubi02;OTHER;1748;1748;1380444663
hkehs_ras;OTHER;1531;1532;1529781700
Vytenis;Lithuania;2020;2166;1338730933
chychy;China;2011;2011;1501514390
baolongils;OTHER;1501;1501;1444971857
yuk1ne;OTHER;1580;1580;1507723791
LolKey;Poland;1991;1991;1519070069
Jungyeon;South Korea;1655;1655;1551201631
DarthBeleg;Russia;1823;1823;1266064293
thelast8;Vietnam;1779;1779;1413446448
harshil;India;2113;2156;1380269700
Aliaksei;Belarus;1834;1834;1316878437
Littlelittlebird;OTHER;1510;1510;1493976479
BogdanFlorea;Romania;1780;1910;1385472764
wh2001_ZY;OTHER;1860;1860;1500044865
K.Ganesh;OTHER;1512;1512;1518936066
kolic;Serbia;1722;1722;1522068626
qudratulloh;OTHER;1636;1674;1427481376
Hokein;OTHER;1556;1695;1328008263
WonderfloW.archmage;China;1529;1637;1349618621
-skyline;OTHER;2140;2163;1498400027
Galebickosikasa;Russia;1566;1603;1539877591
InheritO;China;2365;2365;1379340992
3rd;OTHER;1639;1639;1535380691
kzvd4729.1;OTHER;1636;1636;1494531875
20140355;OTHER;2195;2195;1443780010
MohamedZain;Egypt;2271;2271;1428188008
yingtix;OTHER;1971;1971;1499750562
UnethicalAndUglyMember;OTHER;1628;1628;1551629390
minhvuong9cdt;Vietnam;1705;1705;1323592512
Givemetips;OTHER;1654;1706;1375436696
DJachenko;Ukraine;1679;1679;1527779113
Indecchi;Vietnam;1982;1982;1472032558
BUPT_Madoka;China;1681;1742;1356602244
suparsh14;India;1662;1662;1433758607
tqltqltqltql;China;1687;1756;1518936902
dlink.uaua;Ukraine;1801;1801;1445447855
name;Thailand;1632;1853;1304523047
basel-99;Syria;1512;1680;1410457523
karabut.viktor;Estonia;1533;1584;1286454327
PotassiumChloride;Mongolia;1742;1745;1369571122
wjy666;China;1886;1926;1500710082
SaucyJanni;San Marino;1591;1661;1540743928
minhduclvtk55;Vietnam;1737;1737;1417435506
nacisey314;OTHER;2098;2165;1450675399
shivang_bansal;India;1523;1525;1449401088
YHHxBULIATANIA;China;1593;1624;1553433268
SWHsz;China;1521;1543;1519276903
forloopfrom1tof;OTHER;1585;1585;1523785136
GavinZheng;China;1878;1878;1517318548
marius7122;Romania;1700;1700;1491650344
Kartikeya_Singh03;India;1623;1623;1550767221
fengz6;China;2000;2002;1442207718
h1me;OTHER;1749;1749;1387203740
Karamchi;Argentina;1586;1586;1438359150
Silver_Wings;OTHER;1544;1696;1363955050
leopop29;OTHER;1515;1515;1395834681
ilovecbx;China;1715;1715;1384425535
sillentKiller;India;1720;1720;1515421592
DennisPraet;China;1895;1895;1489385752
CodeforcesPleaseUseHTTPS;OTHER;1532;1532;1511096442
Miriam;Hong Kong;1693;1693;1329741948
rando;OTHER;1579;1667;1412505788
MikeWallace;OTHER;1672;1672;1457776048
somanaik;OTHER;1799;1861;1470332451
parzival1110;OTHER;1747;1831;1533645510
dpk7jn;OTHER;1692;1830;1436726221
AlexShawn;OTHER;1503;1503;1394892112
kaymas;India;1589;1693;1507368784
WQNMLGB;China;1732;1732;1366900936
TS_Hugh;China;1753;1753;1498343591
cx0627;OTHER;1506;1514;1475223265
Shestakovich;Russia;1547;1547;1480153763
eteced;OTHER;1521;1596;1352023797
augus;OTHER;1584;1584;1300500629
Omarjh;Syria;1644;1707;1424806961
Gdragon007;OTHER;1690;1690;1416733186
Coolzero;OTHER;1632;1632;1300219791
flylf;OTHER;1634;1751;1520668055
Dinu_;Romania;1946;1998;1432807866
AgMA;Kazakhstan;1820;1858;1442932929
999qs999;OTHER;1780;1780;1487074511
ZhangYilian;OTHER;1638;1671;1500907826
8888888877777777;OTHER;1526;1526;1537431354
99hgz;OTHER;1623;1647;1491059369
ia7ck;OTHER;1757;1788;1466184542
Zovar;Poland;1687;1719;1437299411
Satou;Bangladesh;1639;1690;1517383754
Mikunyan;OTHER;1671;1671;1508149590
Shlakoblock;Russia;1890;1890;1291221697
Horo;OTHER;1808;1808;1515149210
spk;India;1749;1764;1451456267
Jack5505;OTHER;1615;1615;1450623419
kuarc;United States;1526;1526;1436669097
mvl720;OTHER;1699;1725;1430035124
MichaelKong;OTHER;1513;1691;1532690691
VishalTheBEAST;India;1634;1821;1383673341
Vixbob;China;1778;1833;1504677373
angry;Ukraine;1551;1551;1361540842
Rush___;OTHER;1690;1690;1565177269
liuyuhong;China;1906;1963;1421568673
isego;Croatia;1739;1863;1355054587
AntiKismet;OTHER;1735;1735;1351137907
XxX_Sto;OTHER;1729;1729;1353929868
Ponochka;OTHER;1765;1765;1422873155
hsy123456;OTHER;1504;1504;1533520252
garik;Russia;1896;1896;1313244303
xumouyi;China;1636;1636;1347423617
rvisser;South Africa;1591;1713;1387110159
DanielAnderson;Australia;1957;1957;1448942430
Phoenix_yu;OTHER;1650;1771;1417429201
jaso2;OTHER;1513;1598;1369703923
CNH_Clone;OTHER;1557;1627;1555426286
Haueck;Poland;1704;1729;1507473591
cykel;OTHER;1717;1717;1508069848
pKishan2207;India;1583;1600;1470635402
silentvow;Taiwan;1757;1757;1309685267
Artoriax;OTHER;1654;1654;1545143480
gabr1el;OTHER;1539;1643;1489292311
greedygrub;OTHER;1805;1842;1512473051
Dima2018;OTHER;1519;1519;1537360553
gaoxin;OTHER;1787;1787;1266928392
farhad13;Azerbaijan;1729;1729;1511009184
liankewei;OTHER;1576;1582;1529999356
fnks;OTHER;1783;1783;1497536320
szk123;China;1602;1602;1514695612
yuanlinxiao;OTHER;1627;1648;1468229331
cwystc_killer_killer_1;China;2243;2243;1516342972
CutieSherry;China;1536;1646;1527850561
Toyo;Uzbekistan;1520;1612;1443199333
misaka_mikoto;China;1883;1883;1384153617
ohmycat;OTHER;1577;1668;1405306251
randaam_oozham;India;1629;1646;1497695595
AbhiY13;India;1670;1762;1523686232
Samui;China;1540;1715;1504740245
budhdhu;OTHER;1584;1584;1382713148
233333333;OTHER;1779;1779;1430411000
vaibhav0521;India;1515;1515;1513093684
A_n_o_n_y_m_o_u_s;OTHER;2049;2049;1530116180
akshatjain;OTHER;1634;1690;1540410311
AJAY_VAIBHAV;India;1771;1771;1481709407
WHzy;China;1866;1995;1472477156
bnorbertcristian;OTHER;1614;1614;1459633182
valhallaIamcoming;OTHER;1710;1808;1484231934
uniqriv;China;1796;1796;1511448973
hanfei19910910;OTHER;1708;1708;1358867991
Diego-Ucharima;Peru;1722;1766;1448244919
kamil_notfullin;Russia;1525;1645;1477028758
Trooll;Germany;1602;1613;1405596209
only.div2;OTHER;1637;1718;1438785195
transcendence;OTHER;1604;1604;1410890528
slayone_platelet;China;1512;1512;1543908807
spencereir;Canada;1733;1789;1432501721
lasthope;Bangladesh;1659;1716;1379078873
xiaoziqian;OTHER;1922;1922;1269410890
wac.banasik;OTHER;1613;1621;1331242216
h4rdlyfunc710n4l;Moldova;1742;1742;1507984287
69_Rng_69;Poland;1603;1639;1456004676
Jamom;OTHER;1586;1639;1563113458
burundu4ok;OTHER;1586;1586;1290093959
tasa;OTHER;1542;1542;1475164653
S_P_;Russia;1508;1533;1455974167
Sahaand;Iran;1885;2040;1473309515
anirudha;Bangladesh;1530;1591;1411153022
zghh;China;1948;2058;1469360477
Genith;OTHER;1659;1705;1440334800
Taygrim;Belarus;1980;2075;1288288419
mirrorspark;OTHER;1599;1599;1468367050
Catharina;Russia;1531;1531;1488477442
